,username,content
198,TAtechSolutions,'Read the latest...\n\n• Oyster brings Series B total to $75+M and launches program for nonprofits;\n\n• Diversity Tech start-up Diversely raises US$550k to tackle global discrimination in hiring; \n\nhttps://t.co/30inNva8r7 https://t.co/jbW2r8X7v8'
199,sonylbb,'du secteur de la santé (Bayer
200,mattthehoople,"Of all the things I've learned from working in an actual start-up over the last while, the biggest thing is that the gap between the bedroom-built side-project and a real company making real money is much smaller than you'd think. If you're sitting on something - just ship it."
201,fisco24_info,"Di Maio, a San Francisco primo Polo innovazione Italia: Sostegno a nostre start-up ad aumentare opportunità all'estero https://t.co/mBV70wlzl6"
202,TrechNex,'The way I saw it put recently is that Mozilla Corporation views itself as a Silicon Valley start-up with a charitable foundation for public relations.\n\nIf true
203,Sanjayaluv,'Yaolooo tolong
204,RomainQueinnec,"En Suisse, la cyberdéfense s'appuie aussi sur le soutien et l’implication des start-up.\n\n#Cyber #Suisse #Innovation https://t.co/Ihyre6nf8k"
205,Herson76871894,'Get to know @OPGames_ 🔥\nit is a leader in raising start-up capital for video game developers👏🏻😳\n#NEAR #OPGAMES https://t.co/unOUeJ24Cu'
206,AbidBadr,'Why now is the time to launch a start-up in Saudi Arabia https://t.co/pemdFgTNXi'
207,SassouSA,'Love Alarm et Start-up mdr genre vraiment …. 🤡 regardez pas sauf si vous avez du temps à perdre et vous ne craignez pas d’être déçu https://t.co/5tx5eUwyJ7'
208,TheGemHodlers,'ConsenSys funding round would value crypto start-up at\xa0$3bn https://t.co/XQYiPL2v37'
209,cryptoguydotbiz,'Start-up Raises $2 Million to Pioneer Cryptocurrency Usage in Francophone\xa0Africa https://t.co/IstP76bqvo'
210,terryzim,'Une start-up du satellite veut lutter contre la crise climatique avec des données de niveau supérieur.\nhttps://t.co/NWzOWXdyCa'
211,EYelpoc,'@bjfo @MeidasTouch @ATT @Verizon Does this mean that Dominion will own both AT&amp;T and OAN after their successful lawsuit since AT&amp;T provided 90% of the start-up funding for OAN?'
212,Tripitaka888,'#Traumjob für Autorennen #Gamer \nStart-up Vay: Ferngesteuerte Autos starten 2022 in Hamburg https://t.co/pE5qc2C7Re'
213,Jackass96619088,'@ArsalanAliSyed The point is talked about is a very big problem here. Indirectly hits our economy if only people can understand. People were hoping for a start-up or loan disbursement on Rabi ul Awal conference. 😂 Remember I told you ye log har burqe wali aurat ko jahil samjhte hai. Same people'
214,ArabianBusiness,'In line with its #economic diversification plans
215,pieceofromero,"Egiandra Kang\n– Catlovers aka bucin(budak kucing)\n– CEO di sebuah start-up company yang bergerak dibidang e-commerce dan layanan booking hotel, pesawat etc. \n– Bachelor of Information Technology \n– Irene's handler https://t.co/i3iH6mGOS2"
216,MEEDIA,'Vom Influencer zum Gründer: Simon Wiefels (@unge)
217,ChatterQuant,'Are you a video editor?  ChatterQuant is looking for some video editors who are passionate about working in a high-energy
218,logbon72,'@Jessetheranter Probably the shittiest thing in my entire start-up experience.'
219,ProjetMondial,"'@Crypto345678 1 - 🤫  (explications du projet et sa   ""Start-Up"" sur ma page très prochainement..) \n2 - #CHSB \n3 - #ETH \n4 - #CHZ \n5 - #PKN\n\nEt forcément"
220,seonhongdusikk,'Bakit parang mas masakit tong homcha kesa start-up?? panoorin ko na lng kaya ulit yon tutal immune na ako sa sakit tsaka mas matindi tong homcha eh 😀😀🙂'
221,waynedavidson2,Carro: Aaron Tan's advice for building a $1 billion start-up https://t.co/fQ92f3uQUt
222,alyloeyalist,@fluffxbunny I couldn't handle start-up. I stopped watching at ep 13. my heart kept breaking for him :)))
223,PlusTVAfrica,'Morrocan Start-Up Chari raises $5 Million in Seed Funding | #PlusTVAfrica - READ MORE - https://t.co/RlDejnNzH5 https://t.co/vYLghp7c4n'
224,lxoup,'@staeminGG Love alarm et start-up**'
225,actuallyitsbf,"... so my takeaway in this, DON'T READ Tweets / Theories 🤣🤣 Done it with GOT, did me no good.\n\nAm just praying that the series finishes strong like how it started 🙏 This is KSH's first ever major role after his stint from Start-Up and I wish, if any, downfall in plot ... cont"
226,louisvianbag,'ang bahal ng signal
227,pglfmc,Carro: Aaron Tan's advice for building a $1 billion start-up https://t.co/UwQWJ45Ncv
228,rahim_tamil,'Check out this amazing software tools now! And get the best start-up package for your business. https://t.co/bJIcf0i6eH'
229,felix_graedler,'Gratulation an Christian Wiens &amp; getsafe!\nDas Funding des Heidelberger Fintech Startups war die größte Finanzierungsrunde
230,StartUpbot4,'〜Start-upの家族紹介〜\n【navigate】\n6thアルバムCOSMIC EXPLORERの1曲目。\n何が何でも曲Cosmic exploreの導入曲である。\n宇宙がテーマの同アルバムで世界観を一気に作り上げる。'
231,ModernHorus,'Refaire ce tweet mais mettre des nazis. https://t.co/emBO7FbJ2g'
232,JeffreyLerman,'Scrappy start-up mindset required for this Director
233,DonyTamazone,'@Subb4k Pour avoir travaillé dans la start-up nation mais aussi le BTP plus jeune et la livraison en mode précaire ++ récemment (surtout pendant 1 année)... Amha le problème est plus dans la répartition de la pénibilité entre les gens pour maintenir un certain confort de vie.'
234,iprashantvns,'Lol. It is choice they made according to their comfort. Everyone is serving in different ways.\nIt is like saying An IAS could have made crores by running start-up! So he joined IAS system to ruin start-up https://t.co/lqZd8zPeNC'
235,franceapolonio_,'masyado naman kayong mapanakit huhu from start-up to #HometownChaChaChaEp14 https://t.co/vycw7LrjE4'
236,ModernHorus,"Le woke : Payé par la CIA\nL'écolo : « Non mais 5 ans c'est mature hein. »\nL'anar : Bois de la 8.6 tiède et mange son vomi.\nLe trot : Répend des rumeurs sur les gens qu'il n'aime pas, fait des faux et en use, montre sa bite, aura un accident de piolet (mérité) ou finira au PS."
237,omginie,"Definitely, a harder project for Seon-ho kesa Start-Up noh? Grabe yung mga sad, crying moments nya. Everything's just pain.  \n#HometownChaChaChaEp14"
238,Arthur_Finance,"ConsenSys, la start-up du co-fondateur de l'ETH qui investi et développe des projets de DeFi vient de faire une levée de fonds qui évalue l'entreprise à plus de 3 milliards de dollars. \nDe gros noms tels que JP Morgan, Mastercard et UBS ont participé aux différentes levées."
239,chyannilicious,i've just started watching start-up HAHAHA i know i'm late
240,BKCJAMAN,Bukn mudah utk menguruskan CoV19 hingga ke tahap sekrg..tahniah kpd kerjn TSMY yg telah membuat 'start-up run' dn diakhiri dgn cemerlang oleh PM DS Sabri..both of you are the best PM's..Bravo! @MuhyiddinYassin @IsmailSabri60 @ISTANANEGARA_
241,BarrangeDe,'Carbon Axis démocratise les composites La start-up française\xa0Carbon Axis a mis au point une solution automatisée permettant de produire de petites pièces en matériaux composites https://t.co/EXbllHqpCx'
242,Bitcoin29602065,'Start-up Raises $2 Million to Pioneer Cryptocurrency Usage in Francophone Africa https://t.co/BhepTIQW3w via @BTCTN'
243,Sam_Columba,"'Modern start-up culture is often glamourized as a fast-paced run through the day but famous mantras like ""A true hustler jogs during the day"
244,arab_jaeyoon,"'211010 || تحديث حساب انستقرام أحد الأشخاص من طاقم المسرحية المُوسيقية ""Start-up"" مع جايون. https://t.co/PZq5myrpL4'"
245,nunorochabarata,'Este sintético de Londres é de origem US ? Parecem-me que há uma “start-up” Portuguesa na vanguarda destes sintéticos. Confirma-se ?? #NFLEleven'
246,AbhinavDhruwa,'Goodbye Hard Drives? This Start-Up Is Building DNA-Based Storage Faster Than SSD https://t.co/sCPVp5TQev https://t.co/rQ7luWE7sF'
247,DiariDeSabadell,"Malallet ven en línia, però la intenció de l''start-up' és en un futur pròxim poder vendre a botigues físiques #Sabadell https://t.co/FDaAS4PauQ"
248,arab_jaeyoon,"'211010 || تحديث قصة حساب انستقرام أحد الأشخاص من طاقم المسرحية المُوسيقية ""Start-up"" مع جايون. https://t.co/PSn5Gsz8gc'"
249,kristine_dlc,'NaScam na ako sa Start-Up
250,reggymarrolas,'Di Start-Up: Han Ji-pyeong tiba-tiba dihajar Kim Yong-san
251,kittinksh,'yung conflict ni doha reminds me of conflict ni yongsan sa start-up.. yung di mo expected out of all people ganorn. sana lang talaga relevant siya at ma-wrap up nang maayos. ayokong madisappoint 😫'
252,CrownPrinceS00,'Me acuerdo que hizo lo mismo cuando terminó Start-Up jajajaj'
253,poetryofhobi,'@ili_dotme i’m watching homcha rn which is pretty much rom-com
254,saastr,'While sales is pretty similar in SaaS at a given price point / ACV
255,iajavin,'hong dusik getting punched in #HometownChaChaChaEp14 reminds me so much of han ji pyeong &amp; yong san in start-up 😭 why are his characters like these'
256,ModernHorus,'Ça manque de piolet pour le trot. https://t.co/B4xUVPZXjV'
257,ModernHorus,"Bonjour, n'oubliez pas de profiter pleinement du seul droit supérieur au droit national qui vaille dans les pays de l'UE : Celui de ratio la commission européenne et les députés européens."
258,MichelCrypto1,'#ConsenSys funding round would value crypto start-up at $3bn https://t.co/l3gVLowj6P  #tradefinance #blockchain'
259,jonginamo2,'hoshi 😂 you’ve been supporting seonho since start-up!!!!'
260,tarifabeach,'ConsenSys funding round would value crypto start-up at $3bn https://t.co/jq8FnmvmPK'
261,ShaileshPoddar6,'Towards the Goal of India Becoming a Global Start-up Hub\nhttps://t.co/EJyYQ3UX6f\n\nvia NaMo App'
262,SylvesterOpara5,'#breakingnews #News ConsenSys funding round would value crypto start-up at $3bn – Financial Times https://t.co/jZDKBRwGXs\n\nConsenSys
263,poetryofhobi,'what should i watch help
264,StrategyNDigita,'rt @wef \nThis start-up is recycling abandoned wooden homes in Baltimore @WEFUpLink https://t.co/z8faR0bENl #CircularEconomy https://t.co/mNaavbIYFN'
265,AlexanderIan_,'Shuta may parallel ung scene and story ni Doha sa Start-up #HometownChaChaChaEp14'
266,YigitC10,'Aynı akpnin ilk kurulduğu zaman gibi bunlar da ya. Midem kaldırmıyor bu ikiyüzlülüğü https://t.co/0HnYKHVAia'
267,Project_TomC,'Identify suitable investors at specific stages of the start-up @jwdanner https://t.co/Bdq3uJccmQ'
268,iZNDTechNews,'Gap Inc. acquires artificial intelligence start-up CB4 #Startup #artificialintelligence #ui via https://t.co/aPd14AOUQU https://t.co/bp5AGh5UuI'
269,adiminin,Si.. è una bella giornata.. ma tanto tra un po' tramonta il sole... venite al Royal Hotel Victoria.. @Internetfest Pisa.. presentiamo alle 18 La Buona Impresa... storie di Start-Up per un mondo migliore https://t.co/3UJFK9kcuS
270,imribiy,"If you play VALORANT, don't forget to kill vgtray.exe on boot (add it to your start-up optimizer)\nThat exe is cycle monster.\n\nCreate a batch file like;\ntaskkill.exe /f /im vgtray.exe\n\nand locate it to \nwindows + r= shell:startup"
271,mastercvvuk,'#GraphicDesign #HTML Static website for start-up company -- 2 https://t.co/FsIq2u1GDY'
272,MIGCapitalZA,Carro: Aaron Tan's advice for building a $1 billion start-up https://t.co/I9N6xIolbu
273,Heather_McW,"Join the Wilmington entrepreneurial community at Ironclad Brewery on Thursday, October 14 at 5:30 p.m. to celebrate Wilmington's successes and to view a PBS Emmy-nominated Start-up docuseries episode. Sign up at: https://t.co/Z0gwTDuQdQ."
274,CESIingenieurs,"Nos diplômés ont du talent ! 👏\n\nDécouvrez la start-up Plast'inno, qui commercialise des plastiques biodégradables fabriqués à partir d’amidon de maïs et des filaments à partir de plastique recyclé à destination des utilisateurs d’imprimantes 3D. \n\nhttps://t.co/5mMO7935lt"
275,Emonkhanarif,"This is a great Start-up Excellent team, I recommend. Come in and see. I'm sure you will be interested in this project. #MegaBSC #MEG #blockchain #cryptocurrency #technology #bitcoin #money #crypto #Binance #BNB #cryptocurrencies #fintech"
276,kent_biz,Our Next 'Business Start-up' Special Show Guests: Lisa Young Let's Do Business Group @ldbgroup &amp; Amy J France 'More Tasty Crumbs' @MrsAJFrance. Join us and our co-host Lynette Wood - 2pm Monday 11th. #Kent #Business; \nhttps://t.co/jH6FWjLwHD https://t.co/zJW5Y0FpAv
277,Brandtopia_it,'ALgaria è una start-up innovativa che ha come mission la produzione e la valorizzazione delle microalghe come ingrediente sostenibile grazie al nostro sistema brevettato di produzione
278,contentyze,'#summaryzed:  A Russian start-up that helps companies target and optimize digital ads for business outcomes has raised $1 million in funding.\n \nRead the full story: https://t.co/n3FzM5tkMV\n\n#startup #DigitalMarketing #Ads'
279,smashitv_en,"US-based BetterUp, which is backed by Abu Dhabi's #Mubadala Investment Company, raised $300 million in a late-stage funding round, bringing the #mental health start-up's valuation to $5 billion.\n\n@BetterUp @Mubadala \n\n#worldmentalhealthday #startups #uae https://t.co/U0yz3PoAqc"
280,indexer_pro,'ConsenSys funding round would value crypto start-up at $3bn - California News Times: Cryptocurrency startup ConsenSys
281,Alice13318928,'https://t.co/UWN3pX72my'
